,text,intent,fromloc.city_name,depart_time.time,toloc.city_name,arrive_time.time,arrive_time.period_of_day,depart_date.day_name,depart_time.period_of_day,flight_time,cost_relative,round_trip,fare_amount,depart_date.today_relative,city_name,stoploc.city_name,toloc.airport_code,depart_time.time_relative,class_type,depart_date.date_relative,airline_name,arrive_time.time_relative,depart_time.start_time,depart_time.end_time,fromloc.airport_name,toloc.state_name,depart_date.day_number,depart_date.month_name,mod,fare_basis_code,transport_type,flight_mod,arrive_date.month_name,arrive_date.day_number,meal,toloc.state_code,meal_description,return_date.month_name,return_date.day_number,airline_code,depart_time.period_mod,flight_stop,fromloc.airport_code,arrive_date.day_name,time,or,economy,flight_number,arrive_time.period_mod,flight_days,toloc.airport_name,state_code,arrive_time.start_time,arrive_time.end_time,fromloc.state_name,arrive_date.date_relative,depart_date.year,return_date.date_relative,airport_code,aircraft_code,fromloc.state_code,connect,restriction_code,airport_name,toloc.country_name,days_code,day_name,period_of_day,today_relative,stoploc.state_code,meal_code,state_name,stoploc.airport_name,arrive_date.today_relative,time_relative,return_time.period_of_day,return_time.period_mod,month_name,day_number,return_date.today_relative,return_date.day_name
877,what is the price of a first class ticket from milwaukee to san francisco round trip,airfare,milwaukee,,san francisco,,,,,,,round trip,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,find a flight on delta from philadelphia to san francisco,flight,philadelphia,,san francisco,,,,,,,,,,,,,,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,i 'm trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,flight_no,orlando,,cleveland,10 pm,,,,,,,,,,,,,,,us air,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,what are the costs of flights from dallas to boston tomorrow,airfare,dallas,,boston,,,,,,,,,tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,what flights go from philadelphia to dallas via atlanta,flight,philadelphia,,dallas,,,,,,,,,,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,what 's the cheapest round trip fare between boston and washington,airfare,boston,,washington,,,,,,cheapest,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,what are the flights between dallas and pittsburgh on july eight,flight,dallas,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,eight,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,show me flights from milwaukee to orlando on thursday morning,flight,milwaukee,,orlando,,,thursday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,what flights are available from boston to dallas,flight,boston,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,i want to leave boston at 838,flight,boston,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,kindly give me the type of aircraft used to fly from atlanta to denver,aircraft,atlanta,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,can you show me flights from dallas to atlanta on tuesday night,flight,dallas,,atlanta,,,tuesday,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,is there ground transportation from atlanta airport to downtown atlanta,ground_service,,,atlanta,,,,,,,,,,,,,,,,,,,,atlanta airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,are there any limousines or taxi services available at the boston airport,ground_service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxi,,,,,,,,,,,,,,,or,,,,,,,,,,,,,,,,,,boston airport,,,,,,,,,,,,,,,,,
891,on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555,flight,atlanta,555,denver,,,,,,,,,,,,,,,,eastern,,,,,,,,,,,,,,,,,,,,,,,,,,,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,how do i get from the airport to downtown in tacoma,flight,,,tacoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,tuesday morning flights between charlotte and baltimore,flight,charlotte,,baltimore,,,tuesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,show me flights from atlanta to washington,flight,atlanta,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,flight,atlanta,5 o'clock pm,san francisco,,,,,,,,,tomorrow,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,round trip fares from denver to philadelphia less than 1000 dollars,airfare,denver,,philadelphia,,,,,,less,round trip,1000 dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,i want to fly from milwaukee to orlando on wednesday evening,flight,milwaukee,,orlando,,,wednesday,evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,how many daily us air flights are there between philadelphia and pittsburgh,quantity,philadelphia,,pittsburgh,,,,,,,,,,,,,,,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,show me all the northwest flights from new york to milwaukee that leave at 720 am,flight,new york,720 am,milwaukee,,,,,,,,,,,,,,,,northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,how long does it take to get from atlanta airport into the city of atlanta,distance,,,atlanta,,,,,,,,,,,,,,,,,,,,atlanta airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,what 's the cheapest way to fly between atlanta and denver,flight,atlanta,,denver,,,,,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,what are the fares for flights from la to newark leaving monday morning,airfare,la,,newark,,,monday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,give me the list of flights for continental airlines between boston and denver,flight,boston,,denver,,,,,,,,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,can i see ground transportation from long beach airport to downtown,ground_service,long beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,i want a flight from atlanta to pittsburgh,flight,atlanta,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,us 201,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,what flights are available from pittsburgh to oakland airport,flight,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oakland airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,afternoon flight from denver to san francisco,flight,denver,,san francisco,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,show me all the flights from charlotte to cleveland,flight,charlotte,,cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,show me the flights on twa to atlanta in the morning,flight,,,atlanta,,,,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,do all the flights to oakland land at the same place,flight,,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,show me the flights from st. petersburg to toronto that arrive before noon,flight,st. petersburg,,toronto,noon,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,how much is a first class ticket from baltimore to san francisco,airfare,baltimore,,san francisco,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,please give me all flights from long beach to memphis,flight,long beach,,memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,i want to fly nonstop from denver to dallas,flight,denver,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,what is the earliest flight leaving boston on july first to dallas on july first,flight,boston,,dallas,,,,,,,,,,,,,,,,,,,,,,first,july,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,i 'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow,flight,nashville,,houston,,,,evening,,,,,tomorrow,,,,,,,,,,,,,,,,,,,,,,,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,show me the flights from denver to san diego leaving after 5 pm,flight,denver,5 pm,san diego,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,what flights go from san francisco to washington via indianapolis,flight,san francisco,,washington,,,,,,,,,,,indianapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia,ground_service,philadelphia,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,show me the earliest flight on wednesday from baltimore to newark,flight,baltimore,,newark,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,could you please give me the round trip fare from denver to atlanta,airfare,denver,,atlanta,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,show sunday flights from seattle to chicago,flight,seattle,,chicago,,,sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,what flights depart from pittsburgh and arrive in oakland california,flight,pittsburgh,,oakland,,,,,,,,,,,,,,,,,,,,,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,flights from houston to los angeles departing after 1026,flight,houston,1026,los angeles,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,i would like a flight from pittsburgh to san francisco on august twentieth,flight,pittsburgh,,san francisco,,,,,,,,,,,,,,,,,,,,,,twentieth,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,show me flights from dallas to atlanta,flight,dallas,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,please give all flights from dallas to oakland california monday,flight,dallas,,oakland,,,monday,,,,,,,,,,,,,,,,,,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,what flights are available wednesday morning from boston to denver,flight,boston,,denver,,,wednesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,show me the flights from pittsburgh to baltimore arriving in baltimore on june fourteenth,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,june,fourteenth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,list the morning flights at a 124 dollars from atlanta to boston,flight,atlanta,,boston,,,,morning,,,,124 dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,show me the flights from denver to philadelphia on a saturday,flight,denver,,philadelphia,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,i need to fly from boston to denver and then to san francisco and back to boston,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,what is the cheapest flight on american airlines from cleveland to miami,flight,cleveland,,miami,,,,,,cheapest,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,show me flights available from atlanta to baltimore leaving on monday morning,flight,atlanta,,baltimore,,,monday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,what 's the earliest flight from pittsburgh to baltimore on thursday morning,flight,pittsburgh,,baltimore,,,thursday,morning,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,what ground transportation is available in boston,ground_service,,,,,,,,,,,,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,what is the latest flight leaving pittsburgh returning to denver,flight,pittsburgh,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,does lufthansa fly between boston and oakland,flight,boston,,oakland,,,,,,,,,,,,,,,,lufthansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,show me flights from boston to washington leaving july fifteen,flight,boston,,washington,,,,,,,,,,,,,,,,,,,,,,fifteen,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,list all the landings at general mitchell international,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general mitchell international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,how many first class flights does delta have today,quantity,,,,,,,,,,,,today,,,,,first class,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,are there any nonstop flights from indianapolis to san diego on wednesday may twelfth,flight,indianapolis,,san diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,may,twelfth,,,,,,,,nonstop,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,what are the flights which depart from san francisco fly to washington via indianapolis and arrive by 9 pm,flight,san francisco,,washington,9 pm,,,,,,,,,,indianapolis,,,,,,by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,please list the flights from dallas fort worth to boston on july twenty third,flight,dallas fort worth,,boston,,,,,,,,,,,,,,,,,,,,,,twenty third,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,hello i would like to plan a flight on american airlines from boston to denver,flight,boston,,denver,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,what are the two american airlines flights that leave from dallas to san francisco in the evening,flight,dallas,,san francisco,,,,evening,,,,,,,,,,,,american airlines,,,,,,,,two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,what flights do you have from baltimore to san francisco,flight,baltimore,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,i 'd like a nonstop flight from indianapolis to san diego that serves dinner what 's available,flight,indianapolis,,san diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,what times on wednesday could i take a plane from denver to oakland,flight_time,denver,,oakland,,,wednesday,,times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,show me ground transportation for boston,ground_service,,,,,,,,,,,,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,are there any flights from boston to san francisco which stop in denver,flight,boston,,san francisco,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,what airlines have business class,airline,,,,,,,,,,,,,,,,,business class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,please give me all flights from long beach to memphis,flight,long beach,,memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,flight from denver to dallas fort worth,flight,denver,,dallas fort worth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,list flights from san francisco to pittsburgh,flight,san francisco,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,i 'd like to know what type of plane flies from boston to dallas fort worth after 530,aircraft,boston,530,dallas fort worth,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,please tell me the times of the flights between boston and baltimore,flight_time,boston,,baltimore,,,,,times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,find a flight from philadelphia to san francisco please on delta,flight,philadelphia,,san francisco,,,,,,,,,,,,,,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,what is the cost of a ticket going from denver to boston july twenty fifth 1991,airfare,denver,,boston,,,,,,,,,,,,,,,,,,,,,,twenty fifth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
961,flight numbers from minneapolis to long beach on june twenty six,flight_no,minneapolis,,long beach,,,,,,,,,,,,,,,,,,,,,,twenty six,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,i 'm looking for a flight from oakland to denver with a stopover in dallas fort worth,flight,oakland,,denver,,,,,,,,,,,dallas fort worth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,show me first class airlines from san francisco to pittsburgh on next tuesday first class only,airline,san francisco,,pittsburgh,,,tuesday,,,,,,,,,,,first class,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,what flights are there on saturdays from philadelphia to denver,flight,philadelphia,,denver,,,saturdays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,i need a flight from denver to washington dc on wednesday,flight,denver,,washington,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,show me the flights from columbus to charlotte,flight,columbus,,charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,oh let 's see does eastern airline have a flight from atlanta to washington,flight,atlanta,,washington,,,,,,,,,,,,,,,,eastern airline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,what is the price of business class from boston to san francisco on twa,airfare,boston,,san francisco,,,,,,,,,,,,,,business class,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,flights from atlanta to dallas in the afternoon,flight,atlanta,,dallas,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight,flight,atlanta,555,denver,,,,,,,,,,,,,,,,eastern,,,,,,,,,,,,,,,,,,,,,,,,,,,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,what are all the flights between san francisco and boston,flight,san francisco,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,define airline us,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,i want to fly philadelphia to san francisco on july eighth,flight,philadelphia,,san francisco,,,,,,,,,,,,,,,,,,,,,,eighth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,find a flight from boston to washington on monday,flight,boston,,washington,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,give me information on flights from atlanta to washington dc on wednesday after 4 pm and thursday before 9 am,flight,atlanta,9 am,washington,,,thursday,,,,,,,,,,before,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,find the flights from boston to san francisco leaving after 6 pm,flight,boston,6 pm,san francisco,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,show me the cheapest fare from dallas to baltimore,airfare,dallas,,baltimore,,,,,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,i live in denver and i 'd like to make a trip to pittsburgh,flight,denver,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,give me flights that arrive in baltimore from atlanta denver and pittsburgh,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,hello i 'm trying to find a flight that goes from pittsburgh to denver after 2 pm,flight,pittsburgh,2 pm,denver,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,what airlines fly between boston and san francisco,airline,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,code ff,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,what is the earliest flight from boston to san francisco on november seventh,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,seventh,november,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,list all flights from boston to san francisco on us air,flight,boston,,san francisco,,,,,,,,,,,,,,,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,i would like a list of flights from pittsburgh to dallas,flight,pittsburgh,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,on november twenty third of this year 1991 i 'd like to fly from atlanta to denver and i 'd like to fly on delta,flight,atlanta,,denver,,,,,,,,,,,,,,,,delta,,,,,,twenty third,november,,,,,,,,,,,,,,,,,,,,,,,,,,,,,year,,,,,,,,,,,,,,,,,,,,,,,,
987,do you have any airlines that would stop at denver on the way from baltimore to san francisco,airline,baltimore,,san francisco,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,list all flights from tampa florida to miami that are the cheapest one way,flight,tampa,,miami,,,,,,cheapest,one way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,florida,,,,,,,,,,,,,,,,,,,,,,,,,,
989,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,flight,miami,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,june,second,,,,,,,,nonstop,,wednesday,,,,,,,,,1115 am,1245 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,give me flights from san francisco to boston on thursday afternoon,flight,san francisco,,boston,,,thursday,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,denver to atlanta,flight,denver,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
